281,318,1
796,839,2
990,1072,3
1253,1314,4
1506,1562,1
1710,1789,2
2112,2155,3
2315,2461,4
2567,2653,1
2799,2836,2
3092,3126,3
3316,3392,4
3565,3589,1
3862,3968,2
4146,4294,3
4386,4599,4
4770,4815,1
4936,4980,2
5163,5280,3
5518,5546,4
5791,5827,1
6086,6202,2
6409,6452,3
6659,6693,4
6839,6897,1
7207,7268,2
7486,7514,3
7857,7883,4
8041,8071,1
8296,8337,2
8577,8697,3
8872,8915,4
9063,9133,1
9193,9288,2
9453,9523,3
9707,9776,4
9908,9938,1
10142,10162,2
10442,10569,3
10717,10739,4
