322,352,1
422,464,2
522,580,3
690,712,4
771,794	1
870,896,2
956,980,3
1046,1067,4
1158,1185,1
1307,1387,2
1617,1642,3
1787,1837,4
2004,2037,1
2154,2197,2
2385,2420,3
2570,2596,4
2720,2746,1
2938,2961,2
3091,3137,3
3240,3276,4
3448,3474,1
3581,3655,2
3770,3821,3
3890,3929,4
4085,4121,1
4305,4331,2
4458,4489,3
4690,4720,4
4839,4892,1
5025,5082,2
5203,5240,3
5488,5519,4
5725,5759,1
5855,5896,2
5970,6035,3
6190,6220,4
6385,6407,1
6565,6616,2
6700,6755,3
6840,6874,4
