296,327,1
451,479,2
663,697,3
846,880,4
1080,1112,1
1303,1354,2
1518,1570,3
1758,1789,4
1948,1978,1
2139,2195,2
2391,2429,3
2603,2647,4
2829,2873,1
3076,3139,2
3348,3410,3
3619,3653,4
3880,3917,1
4136,4164,2
4338,4404,3
4623,4661,4
4928,4963,1
5175,5208,2
5434,5486,3
5734,5776,4
6010,6061,1
6276,6327,2
6585,6618,3
6818,6853,4
7051,7084,1
7285,7331,2
7506,7551,3
7741,7788,4
7988,8030,1
8250,8335,2
8543,8585,3
8757,8815,4
8993,9024,1
9189,9262,2
9416,9467,3
9682,9712,4
