158,190,4
472,541,3
689,760,2
961,1074,1
1322,1346,4
1533,1539,3
1700,1767,2
1922,1970,1
2158,2195,4
2349,2379,3
2559,2585,2
2758,2790,1
2958,3025,4
3196,3234,3
3376,3410,2
3612,3640,1
3815,3874,4
4041,4094,3
4251,4275,2
4454,4493,1
4656,4695,4
4847,4887,3
5003,5029,2
5175,5221,1
5415,5444,4
5549,5587,3
5719,5745,2
5841,5874,1
6065,6102,4
6243,6284,3
6437,6503,2
6615,6655,1
6865,6895,4
7082,7106,3
7208,7249,2
7415,7455,1
7651,7682,4
7779,7836,3
7997,8021,2
8145,8184,1
