252,284,1
451,484,2
745,780,3
1025,1057,4
1296,1325,1
1515,1545,2
1795,1834,3
2035,2065,4
2296,2322,1
2532,2560,2
2767,2795,3
3009,3040,4
3252,3276,1
3538,3565,2
3800,3829,3
4012,4038,4
4264,4292,1
4510,4534,2
4758,4815,3
5019,5046,4
5280,5314,1
5500,5526,2
5780,5814,3
6047,6078,4
6334,6365,1
6620,6647,2
6945,6993,3
7240,7275,4
7554,7580,1
7790,7818,2
8072,8105,3
8345,8377,4
8669,8708,1
9018,9051,2
9367,9405,3
9662,9700,4
9987,10024,1
10227,10257,2
10550,10584,3
10780,10818,4
