1503957322495,7, 4, -1, 0, 1, 0, 1, 5
1503957322509,2, -3, -2, -1, -1, 1, -2, -2
1503957322519,-3, -5, 1, 0, -2, -1, -1, -4
1503957322525,0, -1, -1, -2, 0, -1, -2, -1
1503957322540,-3, -3, -1, -2, -1, 0, -1, -2
1503957322556,-5, -2, -2, -1, -1, -2, -2, -4
1503957322557,6, 2, -2, -1, 0, -2, -2, 3
1503957322569,5, 1, -1, -1, 0, -1, -2, 0
1503957322585,0, -4, 0, -1, -1, -1, 0, 0
1503957322599,-3, -8, -1, -1, -2, -1, -2, -1
1503957322607,1, 0, 2, 2, 1, 0, 1, 1
1503957322615,-5, -5, -1, 0, -1, -1, 0, -3
1503957322629,-3, -3, -2, -3, 0, 0, -1, -1
1503957322637,-1, -2, -1, 1, -1, -2, -1, 0
1503957322644,1, 2, 0, 1, -1, -1, 1, 0
1503957322660,0, 1, -1, -3, 0, -1, 0, 1
1503957322668,-3, -3, -2, -3, -1, 0, 0, -2
1503957322675,-3, -2, -1, 0, 0, -1, -1, -1
1503957322689,1, 3, 1, 0, -3, -1, -1, -1
1503957322699,-2, -2, -2, -1, 0, -2, 0, -3
1503957322704,0, 6, 3, 0, 0, -2, -1, -1
1503957322719,-3, -9, -1, -1, -2, -1, 0, -1
1503957322727,-2, -2, -2, 0, -1, -1, -2, 1
1503957322735,3, 4, -1, 1, 1, -1, 0, 2
1503957322749,0, -5, -1, -2, 0, -1, -1, 3
1503957322757,3, 4, -1, -2, -2, 0, -1, 1
1503957322765,3, 2, -4, -1, -1, 0, -2, -3
1503957322779,0, 2, 1, 0, -1, 1, -3, 2
1503957322787,3, -2, -1, 0, -1, -1, 0, -5
1503957322795,-7, -4, -1, -2, -3, -1, 1, -5
1503957322809,-3, -3, 0, -1, 0, -2, 1, 2
1503957322817,-2, 1, 1, -1, 0, 0, -2, 0
1503957322824,2, -2, 0, -1, 0, -1, -1, -1
1503957322840,0, 1, -4, -2, 0, 0, -1, 0
1503957322848,-2, -3, 0, 0, 0, 0, -1, 0
1503957322855,-1, 1, 1, 0, -1, -1, 0, 0
1503957322869,-4, -2, -1, -1, -1, -1, -3, -3
1503957322878,4, 1, 0, 0, -2, -1, -1, -1
1503957322884,0, 11, -1, 2, 0, 0, 1, 0
1503957322901,-1, 0, 2, 0, 1, 0, 0, 0
1503957322908,-1, 3, -1, -2, -2, -1, -2, -2
1503957322915,-2, 3, 1, -2, -2, -1, -2, -2
1503957322929,-4, -6, -2, -3, 0, -1, -1, -3
1503957322937,-2, -4, -3, -1, 0, -2, 0, 0
1503957322945,-1, 0, -1, -1, -2, 0, -3, 2
1503957322959,-2, -5, -2, -1, -1, -1, -1, -3
1503957322967,-1, -1, -1, 0, 1, -1, 0, -1
1503957322976,0, -1, -1, -2, 1, 0, -2, -1
1503957322989,0, -4, -1, -1, -2, 0, -1, 2
1503957322997,4, 3, -2, 0, 0, -1, -1, 1
1503957323005,-3, -6, -3, -4, 0, 0, -3, -1
1503957323019,-1, -4, -1, 1, -2, -1, -2, 0
1503957323027,1, -7, -2, -2, -1, -3, 0, -1
1503957323035,-3, -5, -3, -2, 1, 0, -1, -1
1503957323049,-3, 1, -1, -2, -2, -1, -2, -1
1503957323057,1, 6, 3, 1, -1, -1, 1, 0
1503957323071,1, 1, 0, 0, -1, 0, 2, -2
1503957323081,1, 0, -1, 0, 0, -1, -1, 0
1503957323087,-2, 0, 0, 1, -1, -1, -1, -2
1503957323102,0, 4, 2, 0, 0, 0, 0, 0
1503957323110,0, 0, -1, -1, -1, 0, 1, 2
1503957323117,2, 12, 1, 1, -2, 0, -4, -1
1503957323131,2, 1, 1, 1, 0, -1, -1, 1
1503957323140,-3, -2, 0, -3, -1, 0, 0, -2
1503957323154,0, -4, -4, -1, -2, -1, -3, -1
1503957323162,0, -4, 0, 0, -1, 0, 1, -4
1503957323177,-2, -3, -2, -3, 0, -1, -2, -2
1503957323178,-4, -4, -3, 0, -1, 1, -1, -2
1503957323191,0, 1, -1, -2, 1, 0, -2, 0
1503957323201,-3, -3, -2, -1, 0, -2, 0, -2
1503957323207,-1, -1, -1, 0, -1, 0, -2, 0
1503957323222,1, 5, 0, 1, 0, -1, 1, 0
1503957323229,0, -6, -1, -1, 1, -1, 2, 1
1503957323237,1, -8, -4, -2, 1, 0, -1, 6
1503957323251,-1, 2, 0, 0, -2, 0, 0, -1
1503957323261,-2, -6, -3, -2, -3, -2, 0, -3
1503957323268,0, -8, -2, -2, 0, -1, 0, -2
1503957323269,0, 6, 2, 1, 1, -1, 0, 0
1503957323282,-2, 3, 0, 1, 0, -1, 1, 0
1503957323289,-2, -4, 2, -1, -1, 1, 0, -2
1503957323297,5, 2, 0, -2, 0, -2, 1, 2
1503957323311,-1, -3, -2, 1, 0, -1, -3, -2
1503957323319,-3, -4, -1, -3, -1, -1, -2, 0
1503957323327,-3, -1, -4, -2, -2, -2, 4, -4
1503957323342,-1, 3, -1, 1, -1, -1, -1, -1
1503957323349,-2, -2, 1, 0, -1, -1, -5, -2
1503957323357,0, -4, -3, -1, -2, -3, -5, -2
1503957323371,0, -3, 0, -2, -1, 0, -1, 1
1503957323379,1, 2, 4, 0, 1, 2, 0, 0
1503957323387,2, 10, 1, 0, -1, -3, -4, -3
1503957323403,1, 0, -4, -1, -1, -1, -3, -1
1503957323410,3, -4, -1, -2, -1, -1, 1, -5
1503957323417,-5, -9, -2, -2, -3, 1, -2, -4
1503957323431,-3, 0, 0, -2, 0, 0, -1, -1
1503957323439,-2, -5, -1, -2, 0, -2, 2, -1
1503957323447,-1, 0, -1, 1, 0, 0, 0, -2
1503957323462,-5, -3, 0, 2, 0, 0, 0, -1
1503957323470,-1, 5, -1, 0, -2, -2, -1, 1
1503957323478,1, -1, 0, -2, -2, -2, 0, -2
1503957323491,2, -3, -1, -1, 0, 1, -1, 1
1503957323499,0, 0, -2, -2, 0, 0, -1, 2
1503957323507,-2, 0, -2, 0, 0, -1, -1, -1
1503957323522,0, -3, -1, 0, -1, 0, -1, -2
1503957323529,-2, -5, -1, 1, -2, -3, -2, 0
1503957323538,1, -1, -3, -1, 1, -2, -1, 0
1503957323551,1, 0, -1, -1, -1, -2, -2, 0
1503957323559,-2, -1, -2, 0, 0, -1, -1, -1
1503957323567,-2, -4, -2, -3, -2, 0, 0, -2
1503957323582,6, 5, 1, 0, -2, -1, -2, -1
1503957323589,-2, -6, -2, -2, -1, -2, 1, 4
1503957323597,-5, -6, -2, -1, -3, -1, 1, -3
1503957323612,-1, -1, 0, -1, -1, 1, -1, -2
1503957323619,-3, -3, -1, -2, -1, 0, -4, -1
1503957323627,-2, -1, 0, 0, -1, -1, 3, -1
1503957323643,-1, 0, 0, -1, -2, 1, 0, -1
1503957323649,-5, 0, 0, 0, -1, 1, 0, 1
1503957323657,3, 2, -1, -2, -1, -2, -1, 1
1503957323671,-2, -1, -1, -3, -2, 0, -3, -1
1503957323672,0, -3, -2, -2, -2, 0, -4, -3
1503957323680,-2, 1, 0, 0, 2, -2, 0, 0
1503957323687,0, -1, 1, -1, -1, -1, 0, -1
1503957323702,-5, -8, -2, -2, -1, 0, 0, 0
1503957323710,5, 13, 4, 3, -1, 0, -5, 1
1503957323717,0, 0, 1, -1, 2, -1, -1, 0
1503957323731,1, 10, -2, 0, 0, 1, -1, 0
1503957323740,-3, 0, 1, 0, 0, -1, 0, -1
1503957323748,-1, -4, -2, -2, 0, 0, 2, -1
1503957323762,1, 3, -1, 0, -2, 0, -1, -3
1503957323773,0, -6, 1, 0, -1, 0, -1, -3
1503957323778,-1, 2, 0, 0, -2, -1, 0, -1
1503957323791,0, -2, -3, -1, 1, -2, 0, -1
1503957323799,-3, -2, 0, -1, -1, -1, 1, -3
1503957323807,-3, -2, -4, -2, -1, -1, -3, -1
1503957323822,1, -2, -2, -1, -2, 0, -1, 1
1503957323829,-2, -9, -1, -2, -1, -1, 1, 0
1503957323845,-1, -4, -4, -2, -1, 0, -5, -3
1503957323851,0, -1, 0, 1, -1, 0, 2, 2
1503957323859,-1, -2, -2, -1, -2, 0, -3, -2
1503957323867,1, 1, 1, 0, -1, 1, -1, 1
1503957323882,-3, -4, -2, -3, 0, 0, 1, 1
1503957323889,2, 6, -1, 0, -1, -2, -4, -1
1503957323897,0, -9, -3, -1, -1, -3, -2, -1
1503957323911,-2, -8, -2, -2, -1, -1, 1, -2
1503957323919,4, 11, 0, 1, -1, -1, -1, -1
1503957323927,0, 0, 0, -2, -1, -2, -1, -4
1503957323942,-3, 0, 1, 1, 0, -1, 1, -1
1503957323949,-1, 0, 0, 0, -2, 0, 1, 0
1503957323957,-1, 3, 2, 0, 0, -1, -1, 1
1503957323973,-1, 1, -2, 0, 0, 0, -3, -1
1503957323979,0, -3, -1, -1, -1, 0, 1, -1
1503957323993,7, 13, 2, 0, 0, -2, 0, 0
1503957324002,-1, 0, -1, -1, -1, -1, 1, 1
1503957324009,0, -1, 0, -1, 0, 0, -1, 0
1503957324024,0, -1, -1, -2, 1, -1, -3, -2
1503957324031,-3, -5, 0, 0, -1, 0, 0, 1
1503957324041,-1, -4, -1, -1, -2, -1, -2, -1
1503957324054,-2, -6, -1, -2, 1, -2, -3, -1
1503957324061,-2, -2, 0, -1, 0, -2, 2, -1
1503957324062,-2, -1, 0, 1, -1, 0, -1, -1
1503957324077,-5, -2, -2, -2, -2, -1, -1, -1
1503957324084,0, 1, 0, -2, -1, 1, -2, -1
1503957324091,-1, -3, -1, -1, -1, 1, -3, -2
1503957324099,-4, 2, 1, 0, 0, -1, 0, -2
1503957324114,-1, -6, -3, -2, 0, -2, -1, -4
1503957324122,-2, -6, 0, 1, 1, -2, 2, 0
1503957324129,6, 9, 0, 2, 0, -1, -1, 2
1503957324144,3, 3, 0, 0, 0, -2, 0, 1
1503957324151,-5, -4, -3, -2, 0, -1, -1, -1
1503957324159,0, 3, 2, 0, 0, -1, 2, -4
1503957324175,1, 2, -2, 1, -1, -1, 0, 0
1503957324182,-1, 2, -1, -1, -1, -1, -2, 0
1503957324189,0, 0, -2, -2, 0, -1, 0, 0
1503957324204,6, 2, -2, -2, -1, 1, -1, 0
1503957324213,-2, 2, 2, -1, 0, -2, -1, 1
1503957324219,-3, -2, -3, -1, 0, 0, -2, -1
1503957324234,-1, 1, -1, -1, -1, -1, -1, -3
1503957324242,-3, -8, -1, -1, 0, -2, 0, -2
1503957324250,-1, -3, 1, -1, 0, 0, 0, 2
1503957324264,1, 0, 1, -2, 0, 1, 0, -2
1503957324271,-1, -2, 0, 0, -1, 0, 1, -2
1503957324279,1, 4, 0, 0, -2, 0, -5, 0
1503957324293,-1, -3, -1, -1, -1, -3, 2, -2
1503957324294,-6, -4, 1, 0, -1, -3, 0, -2
1503957324302,-1, 0, 1, 0, -2, 0, 0, -3
1503957324309,-4, -3, -2, -1, -2, 0, -2, 0
1503957324324,1, 5, -1, -2, -2, -1, -4, -4
1503957324331,-2, 1, -2, -2, 0, 0, 0, -2
1503957324339,1, 4, 1, 1, -2, -2, -2, 1
1503957324353,-4, -3, -1, -1, -1, -2, -3, -2
1503957324362,-5, -9, -4, -2, -2, 0, -3, 0
1503957324369,1, -2, 1, 1, -1, 1, -1, 1
1503957324385,-3, -3, -2, 0, -2, 0, 0, 1
