283,307,4
405,440,3
553,586,2
665,696,1
831,887,4
975,1008,3
1153,1179,2
1294,1352,1
1451,1491,4
1613,1662,3
1750,1782,2
1875,1947,1
2081,2127,4
2215,2291,3
2426,2477,2
2567,2613,1
2763,2833,4
2900,2935,3
3022,3057,2
3237,3259,1
3431,3460,4
3580,3614,3
3739,3779,2
3935,3961,1
4110,4137,4
4269,4298,3
4458,4486,2
4621,4663,1
4844,4870,4
4987,5020,3
5141,5174,2
5282,5310,1
5435,5467,4
5578,5609,3
5689,5772,2
5868,5909,1
6080,6107,4
6219,6262,3
6364,6416,2
6530,6553,1
