248,268,1
457,482,2
622,647,3
775,801,4
973,992,1
1139,1163,2
1329,1355,3
1488,1516,4
1656,1677,1
1821,1836,2
2013,2034,3
2211,2233,4
2532,2556,1
2715,2739,2
2908,2948,3
3169,3191,4
3373,3391,1
3532,3556,2
3689,3726,3
3937,3966,4
4153,4177,1
4335,4363,2
4553,4572,3
4767,4791,4
4954,4981,1
5168,5192,2
5346,5369,3
5534,5556,4
5702,5729,1
5955,5978,2
6104,6131,3
6251,6276,4
6444,6469,1
6676,6701,2
6867,6886,3
7079,7100,4
7233,7271,1
7471,7499,2
7684,7706,3
7877,7901,4
