1503694930456,-4, -8, -4, -3, -11, -1, 0, -1
1503694930471,-1, -2, 1, -2, -4, -3, -1, -1
1503694930481,-1, -3, -4, 0, 2, -2, -1, -3
1503694930486,-2, 1, 2, -2, 1, 0, -3, -3
1503694930502,0, -4, -6, -3, -9, -2, -2, 0
1503694930508,0, 3, 6, 2, 0, 1, 1, -1
1503694930516,-1, 1, -2, -1, -5, -2, -1, 0
1503694930531,0, 3, 3, -1, -2, 0, -1, -2
1503694930539,0, 0, 1, -1, 2, 0, -2, -1
1503694930545,-1, 0, -1, -3, 14, 1, -4, 0
1503694930561,-1, 1, 2, 1, -4, -3, -2, -3
1503694930568,0, 1, 0, -4, -7, -3, -1, -1
1503694930576,-1, -2, -1, 0, -1, -1, -1, 0
1503694930590,-2, -1, -2, 2, 1, 0, 0, 1
1503694930591,0, 2, -1, 0, -2, 0, 0, 1
1503694930599,0, 1, 0, -3, -5, -1, 0, -1
1503694930606,1, 3, 2, 3, -1, -2, 0, 0
1503694930622,-3, -1, -1, -2, -6, -2, -3, -2
1503694930628,1, 0, 0, 1, -10, -4, -4, 0
1503694930636,-3, -2, -1, 0, 15, 0, 0, 0
1503694930652,0, -2, -3, -2, -14, -3, 1, 0
1503694930659,1, -3, -1, -3, -8, -2, 1, -1
1503694930667,-1, -4, -2, -1, 0, 0, 0, -2
1503694930681,1, 4, 1, 1, 0, 1, 0, -1
1503694930690,0, -1, -1, -1, 2, 1, 0, -1
1503694930696,3, 1, -1, -1, 5, 0, 0, 1
1503694930713,-2, 2, 3, -1, 1, 1, -1, 2
1503694930719,0, 0, 3, 8, 18, 4, 2, 6
1503694930727,0, -1, -3, 3, 19, 4, -1, -1
1503694930741,-1, -2, -4, -5, -17, -5, -3, -4
1503694930749,5, 4, -1, 1, -3, 0, -1, -2
1503694930756,-2, -1, -4, -4, -3, -1, -2, -7
1503694930775,-4, -3, 2, 0, 0, -1, -1, -3
1503694930779,0, -4, 0, -2, -3, -1, -1, 0
1503694930787,33, 14, 4, -1, -3, -1, 1, 4
1503694930801,-1, 1, 0, -1, -3, -2, 1, -2
1503694930810,-12, -8, -1, -2, 0, 0, 0, -1
1503694930816,-1, -1, -2, 0, -16, -3, -1, -1
1503694930832,-3, -3, -4, 0, 1, 0, -2, -2
1503694930841,27, 12, 1, -2, -6, 2, 2, 3
1503694930847,-7, -3, -7, 2, 5, -2, -2, -4
1503694930861,9, 7, 3, -1, -4, -1, 0, 6
1503694930869,-7, -8, 0, 14, 41, 8, 3, 1
