286,314,1
400,431,2
507,609,3
682,776,4
873,985,1
1055,1138,2
1226,1314,3
1405,1502,4
1574,1653,1
1728,1825,2
1882,1969,3
2046,2118,4
2215,2356,1
2410,2529,2
2639,2712,3
2824,2880,4
2980,3029,1
3075,3149,2
3225,3290,3
3356,3399,4
3489,3564,1
3631,3731,2
3798,3925,3
4008,4128,4
4186,4264,1
4371,4432,2
4504,4569,3
4633,4709,4
4800,4837,1
4895,4965,2
5048,5084,3
5183,5214,4
5288,5332,1
5419,5460,2
5565,5594,3
5645,5700,4
5813,5901,1
5959,6013,2
6096,6164,3
6237,6279,4
