1503610324180,-0.467,-0.141,+0.256,+0.835,+0.587,+0.019,-0.794,-1.375,+0.688,+2.875
1503610324202,-0.467,-0.141,+0.256,+0.835,+0.592,-0.000,-0.791,-0.250,-0.562,+1.375
1503610324234,-0.467,-0.141,+0.256,+0.835,+0.580,+0.000,-0.804,-0.562,-0.812,+0.688
1503610324241,-0.467,-0.141,+0.256,+0.835,+0.571,+0.007,-0.803,-1.000,-0.562,+0.562
1503610324262,-0.467,-0.141,+0.256,+0.835,+0.576,+0.006,-0.796,-1.250,+0.375,+0.625
1503610324284,-0.467,-0.141,+0.256,+0.835,+0.584,+0.010,-0.792,-1.375,+0.250,+0.812
1503610324300,-0.467,-0.141,+0.256,+0.835,+0.590,+0.008,-0.796,-1.062,-0.125,+0.688
1503610324322,-0.467,-0.141,+0.256,+0.835,+0.580,+0.009,-0.790,-1.375,-0.625,+0.500
1503610324344,-0.467,-0.141,+0.256,+0.835,+0.578,+0.004,-0.802,-1.250,-0.312,+0.375
1503610324366,-0.467,-0.141,+0.256,+0.835,+0.583,+0.003,-0.796,-2.000,-0.062,+0.312
1503610324383,-0.467,-0.141,+0.256,+0.835,+0.588,+0.005,-0.799,-2.438,+0.312,+0.000
1503610324404,-0.467,-0.140,+0.256,+0.835,+0.581,+0.012,-0.799,-2.250,-0.812,-1.500
1503610324420,-0.467,-0.140,+0.256,+0.834,+0.570,+0.014,-0.788,-1.750,-0.125,-1.062
1503610324443,-0.467,-0.140,+0.256,+0.834,+0.587,+0.011,-0.802,-1.875,+0.750,-0.125
1503610324464,-0.467,-0.140,+0.256,+0.834,+0.591,+0.011,-0.791,-1.812,+0.250,-0.312
1503610324482,-0.467,-0.140,+0.256,+0.834,+0.574,+0.013,-0.793,-1.250,-0.812,-0.438
1503610324502,-0.467,-0.140,+0.256,+0.834,+0.579,+0.006,-0.795,-1.000,-1.125,-0.375
1503610324524,-0.467,-0.140,+0.256,+0.834,+0.583,+0.012,-0.795,-2.125,+0.125,+0.125
1503610324547,-0.468,-0.140,+0.256,+0.834,+0.584,+0.021,-0.802,-2.250,-0.250,-0.188
1503610324562,-0.468,-0.140,+0.256,+0.834,+0.583,+0.021,-0.788,-1.000,-0.938,+0.312
1503610324584,-0.468,-0.140,+0.256,+0.834,+0.570,+0.012,-0.801,-0.625,-0.875,+0.500
1503610324606,-0.468,-0.140,+0.256,+0.834,+0.576,+0.010,-0.792,-1.000,+0.188,+0.312
1503610324622,-0.468,-0.140,+0.256,+0.834,+0.595,+0.015,-0.792,-1.438,+0.312,-0.750
1503610324646,-0.468,-0.140,+0.256,+0.834,+0.581,+0.016,-0.806,-0.938,-2.312,-0.438
1503610324666,-0.468,-0.140,+0.256,+0.834,+0.567,+0.005,-0.801,-0.688,+0.250,+0.062
1503610324684,-0.468,-0.140,+0.256,+0.834,+0.575,+0.012,-0.797,-1.500,+0.688,+0.188
1503610324704,-0.468,-0.140,+0.256,+0.834,+0.589,+0.006,-0.797,-1.812,+0.688,-0.500
1503610324726,-0.468,-0.139,+0.256,+0.834,+0.591,+0.012,-0.792,-2.188,-0.125,+0.188
1503610324742,-0.468,-0.139,+0.256,+0.834,+0.583,+0.014,-0.795,-2.188,-1.062,+0.000
1503610324764,-0.468,-0.139,+0.256,+0.834,+0.576,+0.020,-0.795,-1.812,-1.500,+0.438
1503610324788,-0.468,-0.139,+0.255,+0.835,+0.571,+0.020,-0.797,-1.438,-1.250,+0.875
1503610324802,-0.468,-0.139,+0.255,+0.835,+0.571,+0.013,-0.799,-0.875,-1.438,+0.750
1503610324824,-0.468,-0.139,+0.255,+0.835,+0.576,+0.009,-0.798,-1.062,-0.688,+0.312
1503610324848,-0.468,-0.139,+0.255,+0.835,+0.577,+0.012,-0.795,-1.500,-0.688,+0.000
1503610324862,-0.468,-0.139,+0.255,+0.835,+0.580,+0.021,-0.798,-1.438,-0.375,+0.500
1503610324884,-0.468,-0.139,+0.255,+0.835,+0.573,+0.016,-0.794,-1.312,-0.812,+0.750
1503610324906,-0.468,-0.139,+0.255,+0.835,+0.580,+0.016,-0.800,-0.812,-0.062,+0.562
1503610324922,-0.468,-0.139,+0.255,+0.835,+0.577,+0.010,-0.800,-0.688,-0.562,+0.188
1503610324944,-0.468,-0.139,+0.255,+0.835,+0.575,+0.013,-0.792,-1.250,+0.188,+0.062
1503610324966,-0.468,-0.139,+0.255,+0.835,+0.586,+0.020,-0.791,-2.062,+0.375,+1.250
1503610324990,-0.468,-0.139,+0.255,+0.835,+0.594,+0.018,-0.789,-1.562,-1.125,+1.375
