343,370,1
541,577,2
825,855,3
1115,1159,4
1378,1410,1
1622,1656,2
1908,1941,3
2199,2241,4
2493,2523,1
2795,2828,2
3130,3157,3
3388,3425,4
3650,3682,1
3958,3985,2
4342,4372,3
4627,4672,4
4936,4965,1
5221,5258,2
5600,5631,3
5950,5980,4
6369,6404,1
6671,6706,2
7047,7069,3
7366,7408,4
7747,7786,1
8118,8156,2
8447,8475,3
8813,8843,4
9309,9349,1
9674,9778,2
10182,10213,3
10570,10614,4
10920,10960,1
11349,11378,2
11787,11824,3
12154,12188,4
12505,12548,1
12909,12948,2
13224,13260,3
13568,13639,4
