290,320,1
375,405,2
470,524,3
645,685,4
788,844,1
914,1027,2
1084,1144,3
1224,1298,4
1496,1536,1
1586,1694,2
1824,1863,3
1945,2027,4
2105,2172,1
2228,2332,2
2421,2458,3
2552,2662,4
2784,2843,1
2929,2980,2
3126,3172,3
3250,3280,4
3390,3438,1
3544,3597,2
3776,3811,3
3896,3950,4
4037,4100,1
4179,4268,2
4340,4463,3
4544,4614,4
4729,4787,1
4909,4953,2
5040,5114,3
5240,5319,4
5516,5569,1
5664,5770,2
5882,5994,3
6094,6146,4
6296,6348,1
6443,6581,2
6655,6785,3
6880,6975,4
