163,185,2
362,396,3
602,630,4
830,855,1
1000,1025,2
1290,1315,3
1525,1559,4
1820,1841,1
2147,2177,2
2401,2426,3
2609,2635,4
2840,2863,1
3124,3146,2
3454,3477,3
3682,3708,4
3923,3947,1
4182,4203,2
4488,4508,3
4774,4798,4
5019,5038,1
5234,5256,2
5531,5550,3
5824,5849,4
6023,6046,1
6189,6212,2
6430,6453,3
6625,6648,4
6924,6945,1
7197,7216,2
7398,7422,3
7656,7684,4
7977,8002,1
8142,8171,2
8388,8414,3
8664,8687,4
8978,9002,1
9292,9316,2
9473,9504,3
9721,9746,4
9931,9954,1
