317,359,1
459,512,2
655,728,3
871,961,4
1103,1195,1
1286,1389,2
1472,1624,3
1694,1824,4
2062,2125,1
2204,2305,2
2384,2531,3
2702,2762,4
2832,2880,1
2950,3020,2
3120,3221,3
3385,3478,4
3640,3685,1
3755,3828,2
3948,4044,3
4146,4244,4
4364,4466,1
4595,4640,2
4740,4780,3
4849,4925,4
5015,5106,1
5256,5366,2
5486,5556,3
5676,5729,4
5809,5871,1
6051,6081,2
6242,6312,3
6502,6559,4
6649,6689,1
6819,6862,2
7052,7082,3
7185,7270,4
7360,7416,1
7558,7605,2
7665,7727,3
7828,7894,4
