333,364,1
680,706,2
1051,1080,3
1429,1455,4
1855,1879,1
2205,2227,2
2518,2546,3
2956,2989,4
3348,3382,1
3743,3768,2
4107,4143,3
4444,4470,4
4898,4935,1
5321,5350,2
5727,5760,3
6226,6269,4
6676,6704,1
7081,7109,2
7534,7570,3
8004,8044,4
8430,8467,1
8953,8983,2
9445,9480,3
9744,9776,4
10211,10251,1
10640,10671,2
11052,11085,3
11620,11652,4
12050,12087,1
12413,12441,2
12794,12830,3
13256,13299,4
13653,13679,1
14017,14046,2
14382,14420,3
14766,14806,4
15186,15227,1
15590,15621,2
16013,16053,3
16433,16467,4
