323,358,1
410,482,2
641,686,3
849,904,4
1058,1098,1
1289,1347,2
1565,1607,3
1817,1852,4
2090,2169,1
2351,2410,2
2622,2668,3
2869,2906,4
3117,3166,1
3382,3430,2
3641,3689,3
3930,3978,4
4188,4233,1
4410,4450,2
4638,4683,3
4883,4913,4
5165,5205,1
5406,5459,2
5660,5710,3
5915,5948,4
6236,6270,1
6440,6474,2
6704,6758,3
6960,7000,4
7330,7365,1
7572,7635,2
7875,7954,3
8170,8238,4
8474,8525,1
8705,8749,2
8970,9010,3
9228,9270,4
9471,9520,1
9760,9800,2
10012,10051,3
10240,10276,4
