308,336,1
466,504,2
639,670,3
812,837,4
998,1024,1
1170,1196,2
1360,1386,3
1542,1573,4
1724,1756,1
1891,1920,2
2072,2105,3
2281,2314,4
2479,2515,1
2687,2719,2
2877,2910,3
3079,3136,4
3283,3317,1
3518,3554,2
3730,3765,3
3946,3985,4
4149,4183,1
4361,4399,2
4537,4571,3
4765,4799,4
4994,5022,1
5196,5230,2
5417,5446,3
5605,5633,4
5765,5796,1
5964,5991,2
6159,6193,3
6352,6391,4
6554,6584,1
6752,6786,2
6994,7024,3
7175,7210,4
7374,7414,1
7610,7641,2
7893,7927,3
8090,8123,4
