267,290,1
337,364,2
441,469,3
569,620,4
716,756,1
836,921,2
1029,1084,3
1185,1228,4
1354,1379,1
1505,1549,2
1712,1740,3
1864,1894,4
2022,2050,1
2183,2223,2
2387,2415,3
2556,2585,4
2754,2776,1
2879,2910,2
3000,3026,3
3129,3183,4
3319,3347,1
3475,3507,2
3664,3695,3
3862,3902,4
4020,4045,1
4210,4269,2
4381,4407,3
4504,4534,4
4629,4666,1
4790,4817,2
4933,4971,3
5044,5076,4
5192,5216,1
5305,5336,2
5448,5478,3
5571,5603,4
5721,5737,1
5839,5870,2
5975,6012,3
6102,6128,4
