262,296,1
399,435,2
547,583,3
673,716,4
814,852,1
964,1001,2
1113,1140,3
1258,1288,4
1386,1420,1
1530,1568,2
1683,1716,3
1828,1866,4
1993,2032,1
2146,2183,2
2339,2365,3,
2479,2509,4
2643,2676,1
2778,2815,2
2938,2967,3
3127,3156,4
3269,3306,1
3403,3432,2
3552,3583,3
3738,3765,4
3863,3895,1
4019,4049,2
4184,4212,3
4343,4375,4
4486,4518,1
4652,4681,2
4814,4843,3
4991,5021,4
5166,5195,1
5316,5344,2
5481,5519,3
5629,5665,4
5780,5815,1
5938,5978,2
6099,6158,3
6276,6316,4
