1503510957307,-1, -1, 0, -3, 0, -2, -4, -4
1503510957314,-1, -6, -23, -10, -1, -1, -2, -4
1503510957322,1, 0, 1, 1, 0, -1, -2, 2
1503510957336,-2, 3, -3, 0, -1, -1, 1, -2
1503510957348,-2, -1, -4, -2, 1, 1, 2, 1
1503510957358,3, 2, -1, 1, 0, 1, -1, 1
1503510957368,0, -2, -7, -4, -2, 1, -1, 0
1503510957369,-1, 0, -3, -3, -3, -2, -2, -2
1503510957383,1, 1, 5, 2, 0, 0, 1, 3
1503510957384,-2, -2, -7, -3, -3, -1, 0, -2
1503510957385,-2, -3, 0, -1, 0, 0, 0, 0
1503510957396,1, 1, -4, -1, -2, -2, -2, 0
1503510957404,1, -2, 0, -1, -3, -1, 1, -2
1503510957412,-1, -1, -4, -3, 2, -1, 0, 1
1503510957427,-2, -1, 0, 0, -1, -2, -2, -5
1503510957434,1, -1, -3, 0, -1, -2, -5, -4
1503510957442,-2, -1, -2, -2, -2, -2, -3, -5
1503510957456,-1, 0, 0, -2, -2, -1, -1, -6
1503510957464,-1, -2, -1, -1, 1, 1, 0, 2
1503510957472,1, 1, 0, 1, -1, 2, 3, 2
1503510957487,0, 1, 0, -2, -3, -1, 0, 1
1503510957495,2, 0, -1, -2, 0, 2, 3, 9
1503510957503,1, -2, 1, 2, 0, 2, 0, 0
1503510957516,1, 1, 2, 1, 0, 1, 1, 2
1503510957526,-2, 0, 0, 0, -1, 1, -1, 1
1503510957538,0, 1, 0, -1, -2, -2, -1, 0
1503510957539,0, 3, 0, -2, -1, -1, 1, 2
1503510957547,-2, -3, -1, -2, -2, -2, -2, -2
1503510957554,-2, -1, -1, -3, -1, -1, -3, -8
1503510957569,-4, -3, -5, -1, -2, -2, -3, -9
1503510957576,-1, -1, -1, 1, -1, 0, 0, -1
1503510957585,2, 1, -2, -1, -1, 0, 0, 1
1503510957599,-3, -2, -2, 0, 0, -2, -2, -2
1503510957607,2, 0, -1, -2, 1, 0, 0, 0
1503510957614,-1, -3, -3, 0, -1, -1, 0, 2
1503510957632,1, -3, -1, -1, -2, -1, 0, 0
1503510957638,-3, -6, -2, -2, -1, 0, 0, -3
1503510957644,0, 1, 1, -1, 0, -2, 2, 2
1503510957661,3, 2, -2, 1, 0, -1, 1, 4
