315,336,1
545,567,2
750,768,3
1004,1024,4
1239,1262,1
1411,1434,2
1620,1645,3
1799,1827,4
2016,2043,1
2249,2276,2
2478,2505,3
2674,2691,4
2849,2871,1
3043,3066,2
3157,3183,3
3302,3343,4
3506,3530,1
3656,3683,2
3800,3840,3
3983,4012,4
4125,4149,1
4339,4360,2
4553,4575,3
4726,4761,4
4916,4948,1
5075,5104,2
5290,5319,3
5458,5490,4
5638,5660,1
5865,5896,2
6053,6083,3
6225,6256,4
6388,6410,1
6543,6560,2
6737,6759,3
6919,6941,4
7101,7138,1
7383,7402,2
7558,7586,3
7727,7757,4
