292,338,1
439,509,2
611,673,3
790,836,4
940,989,1
1120,1181,2
1325,1403,3
1642,1696,4
1847,1976,1
2178,2247,2
2427,2495,3
2657,2728,4
2884,2954,1
3083,3174,2
3286,3376,3
3565,3657,4
3879,3931,1
4114,4185,2
4400,4446,3
4667,4697,4
4893,4932,1
5170,5208,2
5398,5478,3
5628,5722,4
5938,5994,1
6127,6237,2
6439,6479,3
6677,6747,4
6917,6977,1
7147,7197,2
7439,7469,3
7663,7703,4
7888,7968,1
8158,8218,2
8338,8458,3
8598,8711,4
8851,8931,1
9115,9175,2
9356,9456,3
9596,9673,4
