291,309,1
357,383,2
473,512,3
619,680,4
788,822,1
894,998,2
1089,1115,3
1187,1228,4
1321,1361,1
1448,1489,2
1565,1608,3
1668,1708,4
1798,1832,1
1953,1974,2
2079,2112,3
2230,2265,4
2397,2455,1
2575,2604,2
2731,2760,3
2860,2905,4
3017,3052,1
3222,3255,2
3361,3401,3
3500,3537,4
3662,3695,1
3826,3850,2
3951,3983,3
4068,4103,4
4224,4274,1
4352,4384,2
4489,4513,3
4625,4672,4
4794,4823,1
4919,4946,2
5016,5042,3
5123,5158,4
5226,5252,1
5355,5397,2
5501,5534,3
5650,5698,4
