201,246,1
453,491,2
675,705,3
827,934,4
1097,1118,1
1264,1301,2
1482,1508,3
1666,1699,4
1842,1878,1
2018,2064,2
2226,2250,3
2390,2436,4
2578,2609,1
2791,2819,2
3005,3035,3
3175,3205,4
3366,3399,1
3578,3605,2
3780,3811,3
3991,4020,4
4169,4203,1
4332,4365,2
4538,4577,3
4766,4810,4
4965,4997,1
5150,5184,2
5377,5406,3
5574,5611,4
5796,5827,1
5974,6004,2
6172,6207,3
6375,6409,4
6587,6615,1
6792,6824,2
6984,7010,3
7145,7176,4
7364,7390,1
7555,7584,2
7744,7776,3
7978,8009,4
