319,347,1
417,457,2
533,560,3
651,681,4
791,821,1
901,934,2
1041,1065,3
1225,1263,4
1383,1424,1
1514,1554,2
1664,1700,3
1797,1839,4
1949,1995,1
2077,2117,2
2216,2256,3
2403,2442,4
2557,2587,1
2677,2730,2
2860,2886,3
2996,3031,4
3141,3172,1
3284,3315,2
3405,3446,3
3520,3563,4
3669,3700,1
3812,3840,2
3950,3982,3
4062,4095,4
4166,4221,1
4342,4388,2
4520,4556,3
4650,4702,4
4796,4826,1
4901,4935,2
5011,5033,3
5123,5152,4
5224,5256,1
5383,5406,2
5476,5507,3
5587,5608,4
