281,301,2
579,594,3
793,796,4
1064,1077,1
1284,1300,2
1505,1518,3
1714,1729,4
1886,1911,1
2111,2138,2
2385,2405,3
2616,2628,4
2810,2826,1
3082,3107,2
3286,3300,3
3503,3521,4
3650,3677,1
3849,3873,2
4077,4095,3
4294,4315,4
4500,4524,1
4747,4765,2
4908,4929,3
5073,5092,4
5300,5320,1
5686,5702,2
5892,5922,3
6120,6136,4
6318,6336,1
6646,6665,2
6836,6857,3
7076,7101,4
7217,7254,1
7473,7492,2
7671,7694,3
7929,7952,4
8107,8121,1
8311,8325,2
8515,8528,3
8716,8735,4
8967,8986,1
