319,351,1
435,498,2
605,633,3
810,842,4
998,1034,1
1118,1228,2
1372,1394,3
1506,1544,4
1638,1688,1
1743,1820,2
1884,2000,3
2064,2168,4
2222,2322,1
2377,2526,2
2614,2698,3
2754,2816,4
2878,2953,1
3089,3120,2
3235,3271,3
3396,3453,4
3566,3638,1
3732,3833,2
3928,3981,3
4054,4149,4
4263,4304,1
4392,4500,2
4564,4610,3
4681,4735,4
4844,4882,1
4974,5014,2
5088,5154,3
5286,5341,4
5525,5568,1
5652,5745,2
5826,5896,3
6018,6091,4
6205,6240,1
6315,6405,2
6473,6565,3
6656,6746,4
