301,336,1
491,539,2
729,790,3
1005,1066,4
1307,1346,1
1578,1616,2
1795,1867,3
2121,2161,4
2401,2442,1
2685,2717,2
2964,3014,3
3247,3286,4
3505,3541,1
3751,3795,2
4046,4121,3
4358,4392,4
4650,4690,1
4880,4920,2
5190,5221,3
5450,5482,4
5708,5753,1
5956,5984,2
6218,6265,3
6467,6506,4
6700,6746,1
6937,6967,2
7159,7211,3
7451,7480,4
7665,7699,1
7956,7984,2
8186,8226,3
8492,8525,4
8740,8771,1
8951,8983,2
9249,9273,3
9433,9467,4
9634,9671,1
9815,9853,2
10070,10116,3
10278,10341,4
