304,332,1
395,450,2
523,575,3
648,693,4
783,809,1
909,952,2
1072,1099,3
1189,1225,4
1365,1395,1
1465,1492,2
1592,1613,3
1693,1728,4
1803,1838,1
1918,1974,2
2064,2094,3
2174,2208,4
2298,2328,1
2422,2449,2
2560,2588,3
2681,2716,4
2810,2836,1
2937,2967,2
3067,3093,3
3167,3197,4
3327,3347,1
3437,3457,2
3557,3587,3
3667,3699,4
3789,3814,1
3914,3940,2
4006,4035,3
4133,4160,4
4265,4291,1
4402,4441,2
4507,4547,3
4638,4671,4
4761,4786,1
4675,4910,2
5010,5041,3
5131,5157,4
